Date,Ticker,Open,High,Low,Close,Volume
2024-11-22,SPY,588.1553378190617,590.6223004102239,587.6501175222468,589.9882202148438,38226400
2024-11-25,SPY,593.9611014741124,595.2886427548735,589.6811504715163,591.9895629882812,42441400
2024-11-26,SPY,593.2477448833076,595.7543150327024,592.5245330000025,595.0806274414062,45621300
2024-11-27,SPY,594.8923567552214,595.2786945887843,591.7418500301525,593.2774658203125,34000200
2024-11-29,SPY,594.0997341515284,597.7555217105382,593.8223618450431,596.9629516601562,30177400
2024-12-02,SPY,597.37898387929,598.7165024027554,596.8836200859798,598.0328979492188,31746000
2024-12-03,SPY,597.7951044978051,598.5579235840632,596.7548526753004,598.3102416992188,26906600
2024-12-04,SPY,600.0143670916415,602.273194597734,599.3406795733608,602.0255126953125,42787600
2024-12-05,SPY,602.0255176569135,602.8379215598571,600.6781426092477,601.0347900390625,28762200
2024-12-06,SPY,601.80756893048,603.4224597376833,601.3914802745837,602.1741333007812,31241500
2024-12-09,SPY,602.0552810191066,602.2236877862599,598.4787687569694,599.0731811523438,34742700
2024-12-10,SPY,599.7568097134952,600.1828153588143,596.5468617112069,597.2106323242188,37234500
2024-12-11,SPY,600.1630383800433,602.7884304302338,599.8856056065611,601.8274536132812,28677700
2024-12-12,SPY,600.9555775780522,601.5301560606846,598.7264404296875,598.7264404296875,31543800
2024-12-13,SPY,600.777301060768,601.5005129311277,597.2205620137203,598.6076049804688,35904700
2024-12-16,SPY,600.3809211894165,602.1444453296839,599.5982681600832,601.16357421875,43695200
2024-12-17,SPY,598.5877190044964,599.5586127152293,597.2997852012516,598.686767578125,55773500
2024-12-18,SPY,598.3796413211339,600.7871021522338,580.4574127554304,580.8438110351562,108248700
2024-12-19,SPY,585.8766419728512,587.5014497021764,580.4177233806457,580.6654052734375,85919500
2024-12-20,SPY,578.3155242409914,592.2124929094322,577.4605847282822,587.6398315429688,125716700
2024-12-23,SPY,587.3813894981963,591.7651768174416,584.170527544758,591.1588134765625,57635800
2024-12-24,SPY,592.5206168084125,597.7692934996265,591.9340935091342,597.7294921875,33160100
2024-12-26,SPY,595.9402471287322,598.9025328618192,594.5286958920398,597.7693481445312,41219100
2024-12-27,SPY,593.9918131022456,594.2304389583717,587.2521039804407,591.4768676757812,64969300
2024-12-30,SPY,584.3991760465713,588.2262908200153,580.9397987194927,584.7271728515625,56578800
2024-12-31,SPY,586.4071285917476,587.1328351597793,580.949737539049,582.5999145507812,57052700
2025-01-02,SPY,585.8902518139051,587.619910089809,577.0530255434378,581.16845703125,50204000
2025-01-03,SPY,584.041321201932,589.0811625401365,582.9478165136304,588.43505859375,37888500
2025-01-06,SPY,592.7293985094617,596.139024063344,590.0752091491731,591.8247680664062,47679400
2025-01-07,SPY,593.8725494454198,594.2006069194122,583.2957750504285,585.134765625,60393100
2025-01-08,SPY,585.2043978050098,587.0732394943316,581.7251802921057,585.9896850585938,47304700
2025-01-10,SPY,582.4011000274055,582.470691654181,575.1146079458084,577.0430908203125,73105000
2025-01-13,SPY,572.3511203282558,578.2955919136582,571.9335705869851,577.937744140625,47910100
2025-01-14,SPY,580.8900687914388,581.526283047168,574.9157463297618,578.7329711914062,48420600
2025-01-15,SPY,586.8246676759398,590.4132171193324,585.7013727042602,589.2601318359375,56900200
2025-01-16,SPY,590.6418375533192,590.8207614434976,587.4210861846398,588.1268920898438,43319700
2025-01-17,SPY,593.4153025943957,595.8010151082805,592.0732824246488,594.0316162109375,58070600
2025-01-21,SPY,597.1032436422324,599.4790665392256,595.1151195120758,599.4691162109375,42532900
2025-01-22,SPY,602.3220575789143,604.2107997343253,601.7653852603825,602.8389892578125,48196000
2025-01-23,SPY,602.2027762737087,606.1293334960938,601.9244704502144,606.1293334960938,41152100
2025-01-24,SPY,606.1889641125276,607.1532358314879,603.1968276944665,604.35986328125,34604700
2025-01-27,SPY,591.2781141094356,596.1291423298717,591.1091405297034,595.81103515625,70361100
2025-01-28,SPY,597.0535535930056,601.7753484093994,593.7035692823513,600.930419921875,44433300
2025-01-29,SPY,600.1351431494525,600.5427425880405,595.661863690058,598.2365112304688,37177400
2025-01-30,SPY,600.3737832488266,602.9980611492583,597.1529709966264,601.4473266601562,39281300
2025-01-31,SPY,603.8927254049834,606.3381400117711,597.4810127290995,598.2464599609375,66566900
2025-02-03,SPY,589.1507669136772,596.7255152502233,586.9837188197341,594.2205200195312,65857200
2025-02-04,SPY,594.2801079680467,598.7235360264071,593.7333859975146,598.2066650390625,33457800
2025-02-05,SPY,597.0734426682163,600.7812746894733,595.0256772776311,600.6321411132812,30653100
2025-02-06,SPY,602.3916690883134,602.8489594864907,599.051635066865,602.7197265625,35771500
2025-02-07,SPY,603.2863528555321,604.518980132331,596.4869415034437,597.2026977539062,50788500
2025-02-10,SPY,600.4433453406357,601.904587470542,599.1609664310816,601.2584228515625,26048700
2025-02-11,SPY,598.9721380280099,602.2624813268295,598.8528554234945,601.7157592773438,30056700
2025-02-12,SPY,595.6420111533067,600.9602190183091,594.9561058904112,599.7772827148438,45076100
2025-02-13,SPY,600.8906102579848,606.3182109084269,599.6182423802287,606.1094360351562,40921300
2025-02-14,SPY,606.3182160659691,607.3619690957353,605.4533869264999,606.0796508789062,26910400
2025-02-18,SPY,607.2526454845143,607.8590087890625,604.767490295972,607.8590087890625,26749000
2025-02-19,SPY,606.4574136362269,609.5886727994638,605.9404819368957,609.2904663085938,31011100
2025-02-20,SPY,607.9087005473524,608.0478837995475,603.415581218095,606.755615234375,36554000
2025-02-21,SPY,606.5369101497928,606.6760934066054,595.9103837703437,596.3776245117188,76519800
2025-02-24,SPY,598.4452543900395,599.4492667675623,592.948062133992,593.663818359375,50737200
2025-02-25,SPY,593.6041803376665,594.3397765506367,586.0592226451632,590.71142578125,58266500
2025-02-26,SPY,592.3914043988187,596.0197552375269,588.3455644774521,591.0096435546875,43321600
2025-02-27,SPY,593.3059087957712,594.469005075742,581.178400354161,581.5759887695312,74196700
2025-02-28,SPY,582.0829842300604,591.1885661100836,578.9815154204292,590.6517944335938,88744100
2025-03-03,SPY,592.6399338326904,593.7930798421835,576.456634439968,580.3036499023438,74249200
2025-03-04,SPY,576.2677446518286,581.9140099307576,568.8520197647429,573.4346313476562,109648200
2025-03-05,SPY,573.2656687004999,581.4070396387077,569.6771191196135,579.5978393554688,71230500
2025-03-06,SPY,572.0628369267654,576.7249905948024,566.7346786412188,569.309326171875,80094900
2025-03-07,SPY,567.5100330091421,573.9614858286079,562.2713067344182,572.5001831054688,81158800
2025-03-10,SPY,564.2197277241329,566.1581002592635,552.2909826575575,557.2513427734375,99326600
2025-03-11,SPY,556.0783347089355,560.6708965233902,548.7421519304726,552.6189575195312,88102100
2025-03-12,SPY,558.8319066604055,559.7663275163131,550.4022789715292,555.551513671875,69588200
2025-03-13,SPY,555.1737170498407,555.7900306808465,546.4160326198083,548.1456909179688,74079400
2025-03-14,SPY,552.807850521361,560.4820413534102,548.2152885508418,559.4680786132812,62660300
2025-03-17,SPY,559.448191732102,566.3271452015323,559.0108019778189,563.7823486328125,49008700
2025-03-18,SPY,561.4462437696595,561.6649689744013,555.7403372080155,557.688720703125,66041400
2025-03-19,SPY,559.4879962192153,567.5597757254244,558.2951095487034,563.762451171875,66556000
2025-03-20,SPY,559.9849937730086,567.1819933351081,559.2592872162537,562.1321411132812,62958200
2025-03-21,SPY,557.6315290750271,563.2249787707245,556.3852134999472,562.317626953125,83763000
2025-03-24,SPY,569.117517223541,573.4547318251052,568.5193101051706,572.3878784179688,58766800
2025-03-25,SPY,573.6042314829477,574.7109450377018,571.9989917299893,573.7637939453125,38355700
2025-03-26,SPY,573.494584132638,574.631238497171,565.5181647693191,566.9140625,51848300
2025-03-27,SPY,565.5081892015498,569.2172558810057,563.2748014981253,565.4085083007812,42164200
2025-03-28,SPY,563.8631197528184,564.600928853177,553.4339288758671,554.0221557617188,71662700
2025-03-31,SPY,548.209331507722,559.0572663570716,545.2580345314915,557.7411499023438,95328200
2025-04-01,SPY,555.8068841455135,561.2806921988606,552.0479770454208,559.3164672851562,54609600
2025-04-02,SPY,553.4139605782862,565.747494747627,553.1746777226398,562.8560791015625,76014500
2025-04-03,SPY,543.5032260055101,546.3547813001727,535.1180419921875,535.1180419921875,125986000
2025-04-04,SPY,522.1264277357504,524.3199552475792,503.57129666287966,503.7906494140625,217965100
2025-04-07,SPY,487.74808166979307,521.6279038372442,480.37984959166755,502.893310546875,256611400
2025-04-08,SPY,520.321766684984,523.432565399183,487.71817046987917,495.0166015625,165816600
2025-04-09,SPY,491.98558084417215,547.0029296875,491.5967157695939,547.0029296875,241867300
2025-04-10,SPY,530.6013458963056,531.9274425958545,507.8187234468108,523.0337524414062,162331200
2025-04-11,SPY,521.4683746979002,534.8488005902628,518.5370382681921,532.3661499023438,97866300
2025-04-14,SPY,542.4463448071801,542.6757082402244,532.2863784402284,537.5308837890625,68034000
2025-04-15,SPY,538.079255112781,541.6287592452915,535.2276998357879,536.0253295898438,56892900
2025-04-16,SPY,530.1128095536914,536.3045268284891,518.7563681804631,524.1105346679688,83484800
2025-04-17,SPY,526.0847532599682,529.604316656272,522.3657063534529,524.8583374023438,79868100
2025-04-21,SPY,519.6238052831814,520.1622525299349,506.96125797993665,512.3652954101562,69368100
2025-04-22,SPY,518.6068942866489,527.7398682752878,517.6596822546041,525.6959228515625,75948100
2025-04-23,SPY,538.8370393033936,543.8223014706125,532.306358035387,533.841796875,90590700
2025-04-24,SPY,535.137968583152,545.8164223668259,533.8717533370633,545.07861328125,64150400
2025-04-25,SPY,545.0387382920208,549.4257324957449,542.0874411745963,549.0169677734375,61119600
2025-04-28,SPY,549.7647656303432,551.9183721484593,543.4135463851055,549.226318359375,47613800
2025-04-29,SPY,547.2920086038646,553.8127702769649,546.9330843434874,552.6860961914062,47775100
2025-04-30,SPY,545.9560300157574,554.8796618213433,539.9238747243568,552.9054565429688,93101500
2025-05-01,SPY,558.7182765361568,562.4073827721945,556.2156651498251,556.8238525390625,63186100
2025-05-02,SPY,563.0653709624233,566.7046364907385,560.7223222120272,565.0894165039062,60717300
2025-05-05,SPY,560.9117673476358,564.9797581165675,560.0443366413908,561.8489990234375,38659200
2025-05-06,SPY,556.2854623092777,561.6894695117311,555.3183506499339,557.1528930664062,48264700
2025-05-07,SPY,558.4989192920236,562.1580845152806,554.4009877287364,559.4959716796875,55588000
2025-05-08,SPY,563.5739323580718,568.6289957190513,560.0443884974118,563.3944702148438,65130800
2025-05-09,SPY,564.8102205798259,565.8272334952061,561.1012148853195,562.6765747070312,37603400
2025-05-12,SPY,579.7560672258437,581.2815867067962,575.3391321114739,581.2716064453125,78993600
2025-05-13,SPY,581.6903470478828,587.343678293745,581.1220807001266,585.1102905273438,67947200
2025-05-14,SPY,586.0774155967079,587.2439499583633,583.8140869943453,585.8580932617188,66283500
2025-05-15,SPY,583.8340232035316,589.2280501171933,583.3753571741278,588.7196044921875,71268100
2025-05-16,SPY,589.5072306166389,592.7476509117832,587.5430666021017,592.4485473632812,76052100
2025-05-19,SPY,586.3665146930052,593.784587269064,586.3665146930052,593.0966186523438,68168500
2025-05-20,SPY,591.341882776371,592.2990142108393,587.8621184990102,591.1025390625,60614500
2025-05-21,SPY,586.7055374013049,590.8333490882792,580.1050551487234,581.1419677734375,95197700
2025-05-22,SPY,580.942551785946,584.8909013825514,579.6962362276395,581.371337890625,70860400
2025-05-23,SPY,574.2822361785879,580.0950688548037,573.9033513887334,577.4030151367188,76029000
2025-05-27,SPY,584.3425491795706,589.5670943925401,576.725053693289,589.4075927734375,72588500
2025-05-28,SPY,589.8163475692377,591.0228029471133,585.2598105493923,585.9976196289062,68445500
2025-05-29,SPY,591.3119286527991,591.4515306022613,584.342541704147,588.310791015625,69973300
2025-05-30,SPY,587.194104951146,589.3876325602934,581.5208739520402,587.6527709960938,90601200
2025-06-02,SPY,586.0275300945058,591.0426720366128,583.3354764354921,590.9629516601562,61630500
2025-06-03,SPY,590.5940612123461,595.3200799781005,590.1054544048488,594.3330078125,63606200
2025-06-04,SPY,595.2004551527299,596.1875273458553,593.7347563998676,594.1734619140625,57314200
2025-06-05,SPY,595.8684581600321,597.2344151426059,589.3078360260068,591.3019409179688,92278700
2025-06-06,SPY,596.8953968767723,599.0590445233215,595.1007146259882,597.3740234375,66588700
2025-06-09,SPY,597.9522747414663,599.477794222525,596.7259196839311,597.9124145507812,53016400
2025-06-10,SPY,598.4507520987654,601.6911723434343,597.3241388928317,601.3023681640625,66247000
2025-06-11,SPY,602.4091389302424,603.2765697174132,597.5036577794746,599.5874633789062,73658200
2025-06-12,SPY,598.2414316391353,601.9703979492188,597.7528856906831,601.9703979492188,64129000
2025-06-13,SPY,596.73587404184,600.0759753105004,593.7247562563699,595.2402954101562,89506000
2025-06-16,SPY,598.6303165073551,602.6683667667999,598.4507935133779,600.903564453125,79984100
2025-06-17,SPY,598.4408921774705,599.9763310919831,595.0010489432416,595.768798828125,82209400
2025-06-18,SPY,596.6760685598517,599.4478427165867,594.711843595377,595.6790161132812,76605000
2025-06-20,SPY,598.3800048828125,599.4600219726562,592.8599853515625,594.280029296875,94051400
2025-06-23,SPY,595.0399780273438,600.5399780273438,591.8900146484375,600.1500244140625,87426000
2025-06-24,SPY,604.3300170898438,607.8499755859375,603.4099731445312,606.780029296875,67735300
2025-06-25,SPY,607.9099731445312,608.6099853515625,605.5399780273438,607.1199951171875,62114800
2025-06-26,SPY,608.989990234375,612.3099975585938,608.3699951171875,611.8699951171875,78548400
2025-06-27,SPY,612.8800048828125,616.3900146484375,610.8300170898438,614.9099731445312,86258400
2025-06-30,SPY,617.3800048828125,619.219970703125,615.0399780273438,617.8499755859375,92502500
2025-07-01,SPY,616.3599853515625,618.8300170898438,615.52001953125,617.6500244140625,70030100
2025-07-02,SPY,617.239990234375,620.489990234375,616.6099853515625,620.4500122070312,66510400
2025-07-03,SPY,622.4500122070312,626.280029296875,622.4299926757812,625.3400268554688,51065800
2025-07-07,SPY,623.3599853515625,624.030029296875,617.8699951171875,620.6799926757812,74814500
2025-07-08,SPY,621.3499755859375,622.1099853515625,619.52001953125,620.3400268554688,59024600
2025-07-09,SPY,622.77001953125,624.719970703125,620.9099731445312,624.0599975585938,66113300
2025-07-10,SPY,624.2000122070312,626.8699951171875,623.010009765625,625.8200073242188,57529000
2025-07-11,SPY,622.739990234375,624.8599853515625,621.530029296875,623.6199951171875,63670200
2025-07-14,SPY,623.1599731445312,625.1599731445312,621.7999877929688,624.8099975585938,51898500
2025-07-15,SPY,627.52001953125,627.8599853515625,622.0599975585938,622.1400146484375,74317300
2025-07-16,SPY,623.739990234375,624.72998046875,618.0499877929688,624.219970703125,88987500
2025-07-17,SPY,624.4000244140625,628.4000244140625,624.1799926757812,628.0399780273438,68885700
2025-07-18,SPY,629.2999877929688,629.469970703125,626.4600219726562,627.5800170898438,65621600
2025-07-21,SPY,628.77001953125,631.5399780273438,628.3400268554688,628.77001953125,63375000
2025-07-22,SPY,629.0999755859375,629.72998046875,626.1900024414062,628.8599853515625,60046300
2025-07-23,SPY,631.5499877929688,634.2100219726562,629.72998046875,634.2100219726562,70511000
2025-07-24,SPY,634.5999755859375,636.1500244140625,633.989990234375,634.4199829101562,71307100
2025-07-25,SPY,635.0900268554688,637.5800170898438,634.8400268554688,637.0999755859375,56865400
2025-07-28,SPY,637.47998046875,638.0399780273438,635.5399780273438,636.9400024414062,54917100
2025-07-29,SPY,638.3499755859375,638.6699829101562,634.3400268554688,635.260009765625,60556300
2025-07-30,SPY,635.9199829101562,637.6799926757812,631.5399780273438,634.4600219726562,80418900
2025-07-31,SPY,639.4600219726562,639.8499755859375,630.77001953125,632.0800170898438,103385200
